@relation DLA

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute d {sitting,sittingdown,standing,standingup,walking}

@data
46,62,75,28,6,3,83,-118,6,91,-128,22,108,-91,-175,-104,-164,walking
28,58,55,22,0,0,108,-94,8,87,-124,18,92,-98,-201,-85,-161,standing
46,62,75,28,6,-4,96,-86,26,41,-126,12,108,-93,-179,-108,-175,walking
31,71,83,28,4,1,71,-64,-17,-33,-23,68,61,-98,-87,-125,-157,sitting
46,62,75,28,6,-1,89,-50,-22,21,-20,11,108,-91,-166,-95,-150,sitting
31,71,83,28,4,-5,93,-111,19,89,-120,21,122,-85,-167,-75,-158,standing
28,58,55,22,0,-4,109,-159,-493,-516,-615,51,155,-116,-175,-67,-177,walking
75,67,67,24,0,-14,96,-100,-18,-15,-22,-60,88,-133,-103,-139,-138,sitting
75,67,67,24,0,-14,92,-90,-7,-11,-21,-63,89,-134,-88,-151,-138,sitting
75,67,67,24,0,-4,108,-145,15,-17,-18,-18,117,-93,-257,-107,-141,standingup
46,62,75,28,6,0,93,-52,-20,23,-15,12,108,-89,-163,-95,-154,sitting
46,62,75,28,6,-7,67,-44,-7,17,-35,2,95,-72,-158,-108,-167,sitting
28,58,55,22,0,3,100,-88,-6,84,-127,25,95,-47,-194,-83,-157,standing
28,58,55,22,0,2,113,-133,-484,-507,-608,21,196,-128,-164,-87,-157,walking
31,71,83,28,4,2,95,-110,18,84,-101,17,119,-72,-158,-74,-167,standingup
46,62,75,28,6,18,106,-72,19,56,-43,17,103,-67,-191,-91,-154,sittingdown
46,62,75,28,6,-12,91,-98,-2,76,-123,16,104,-92,-162,-101,-159,standing
75,67,67,24,0,-10,95,-148,-11,90,-101,17,122,-105,-180,-94,-132,standing
46,62,75,28,6,8,85,-14,10,28,-29,19,98,-63,-146,-107,-152,sitting
28,58,55,22,0,-3,67,-123,-492,-514,-614,14,104,-53,-228,-116,-164,standingup
46,62,75,28,6,-10,93,-99,3,76,-106,12,104,-93,-162,-100,-161,standing
46,62,75,28,6,1,108,-85,15,93,-90,16,108,-106,-182,-86,-169,standing
31,71,83,28,4,-17,65,-126,-14,90,-116,-42,24,-127,-212,-73,-152,walking
28,58,55,22,0,13,115,-124,-458,-479,-581,54,32,-139,-189,-68,-166,walking
28,58,55,22,0,-8,104,-100,-10,-42,-14,21,102,-60,-211,-95,-131,standingup
28,58,55,22,0,2,101,-85,-3,85,-127,21,95,-50,-199,-84,-157,standing
75,67,67,24,0,-7,94,-148,-8,89,-98,14,121,-108,-181,-79,-157,standing
31,71,83,28,4,-9,96,-127,4,91,-137,29,118,-82,-176,-75,-160,standing
46,62,75,28,6,-5,76,-27,1,22,-32,7,95,-67,-151,-108,-160,sitting
46,62,75,28,6,-9,95,-90,-1,75,-117,23,104,-81,-158,-103,-154,standing
28,58,55,22,0,-27,24,-26,-263,-308,-329,27,106,-88,-149,-95,-168,sitting
75,67,67,24,0,-11,95,-152,-5,90,-93,14,121,-109,-196,-84,-146,standing
31,71,83,28,4,-8,94,-122,5,88,-139,34,126,-78,-170,-69,-155,standing
28,58,55,22,0,2,102,-86,-3,87,-124,13,91,-61,-195,-86,-161,standing
46,62,75,28,6,23,108,-67,24,51,-41,15,100,-65,-191,-92,-155,sittingdown
31,71,83,28,4,7,68,-56,-35,-22,-25,69,62,-111,-88,-146,-166,sitting
46,62,75,28,6,-10,94,-94,1,75,-121,19,103,-89,-161,-106,-156,standing
28,58,55,22,0,-1,102,-97,5,87,-123,14,88,-100,-196,-85,-163,standing
31,71,83,28,4,2,69,-64,-23,-31,-24,68,61,-98,-87,-124,-159,sitting
28,58,55,22,0,0,102,-105,2,88,-112,29,108,-88,-166,-88,-153,standing
31,71,83,28,4,-9,90,-119,-492,-515,-615,7,121,-76,-174,-84,-139,sittingdown
46,62,75,28,6,-6,61,-55,-11,12,-39,-4,92,-76,-166,-108,-173,sitting
28,58,55,22,0,-19,35,-22,-26,-29,-30,29,107,-80,-151,-93,-161,sitting
46,62,75,28,6,-12,94,-97,-1,79,-124,14,103,-90,-167,-105,-160,standing
75,67,67,24,0,-24,95,-139,-15,88,-112,-72,143,-84,-190,-101,-148,walking
28,58,55,22,0,-8,104,-90,-490,-513,-612,19,106,-102,-198,-92,-168,standing
28,58,55,22,0,-27,30,-26,-182,-195,-328,38,107,-102,-163,-93,-167,sitting
46,62,75,28,6,-7,104,-101,4,84,-122,24,108,-97,-186,-88,-156,standing
46,62,75,28,6,-2,107,-105,11,90,-105,10,106,-73,-159,-92,-160,sittingdown
28,58,55,22,0,-29,23,-32,-270,-324,-349,30,109,-101,-156,-92,-162,sitting
75,67,67,24,0,-11,95,-97,-11,-21,-21,-70,84,-104,-108,-122,-154,sitting
46,62,75,28,6,-7,103,-87,16,80,-87,11,108,-101,-170,-91,-162,standing
31,71,83,28,4,-6,96,-136,11,93,-127,33,120,-78,-174,-71,-157,standing
28,58,55,22,0,-18,27,-18,-21,-22,-23,13,103,-74,-140,-96,-175,sitting
31,71,83,28,4,-4,88,-115,-487,-510,-610,15,124,-91,-224,-83,-186,walking
46,62,75,28,6,-11,93,-99,0,73,-122,17,105,-88,-156,-101,-155,standing
46,62,75,28,6,-11,94,-91,-6,71,-124,13,99,-69,-159,-108,-154,standing
31,71,83,28,4,1,68,-64,-23,-31,-25,67,60,-98,-87,-125,-160,sitting
28,58,55,22,0,-3,103,-102,14,87,-123,39,105,-80,-195,-86,-157,standing
28,58,55,22,0,-10,102,-90,-493,-516,-616,2,85,-119,-197,-83,-163,standing
31,71,83,28,4,-12,74,-59,-36,-55,-41,28,103,-98,-117,-155,-108,sittingdown
46,62,75,28,6,8,108,-40,9,69,-107,36,107,-79,-150,-92,-146,standing
31,71,83,28,4,-3,67,-66,-25,-29,-25,67,59,-100,-91,-128,-164,sitting
31,71,83,28,4,-8,95,-113,61,46,-122,28,123,-82,-161,-73,-158,standing
46,62,75,28,6,-9,84,-94,12,45,-126,10,108,-95,-170,-102,-166,walking
46,62,75,28,6,-2,95,-74,13,-4,-79,13,8,-102,-216,-110,-175,standingup
46,62,75,28,6,-10,93,-94,-3,74,-123,13,104,-86,-165,-102,-159,standing
28,58,55,22,0,25,109,-130,-48,64,-156,88,180,-122,-170,-101,-140,walking
46,62,75,28,6,-9,92,-93,8,79,-101,10,103,-91,-157,-104,-161,standing
31,71,83,28,4,-11,92,-123,3,89,-139,35,125,-77,-177,-72,-148,standing
31,71,83,28,4,-5,93,-115,62,42,-122,25,124,-86,-168,-72,-166,standing
31,71,83,28,4,-7,95,-111,61,45,-122,26,123,-85,-162,-73,-163,standing
28,58,55,22,0,-9,95,-111,1,82,-103,26,110,-111,-189,-89,-144,sittingdown
28,58,55,22,0,-5,96,-73,-493,-516,-616,11,94,-51,-187,-98,-126,standingup
31,71,83,28,4,-8,94,-126,2,89,-139,34,126,-79,-172,-70,-152,standing
46,62,75,28,6,0,89,-48,-21,22,-19,11,108,-92,-164,-95,-152,sitting
28,58,55,22,0,-5,95,-111,-492,-516,-615,33,120,-131,-184,-82,-179,walking
31,71,83,28,4,13,78,-112,-392,-460,-564,22,126,-103,-203,-83,-182,walking
31,71,83,28,4,8,72,-58,-17,10,-22,65,58,-104,-98,-125,-171,sitting
75,67,67,24,0,-14,95,-97,-10,-7,-20,-62,87,-128,-99,-142,-146,sitting
28,58,55,22,0,-23,25,-21,-251,-353,-334,37,107,-102,-165,-90,-168,sitting
75,67,67,24,0,-14,97,-134,-5,94,-92,-136,144,-22,-185,-92,-153,walking
31,71,83,28,4,-8,96,-126,18,90,-132,43,113,-77,-161,-77,-171,standing
75,67,67,24,0,-15,90,-156,-7,88,-91,18,126,-104,-189,-73,-151,standing
46,62,75,28,6,1,94,-112,10,90,-95,11,106,-67,-162,-91,-153,sittingdown
28,58,55,22,0,4,126,-79,-493,-516,-616,-142,186,-70,-165,-57,-169,walking
28,58,55,22,0,-31,24,-30,-273,-362,-351,37,108,-102,-162,-90,-169,sitting
31,71,83,28,4,2,69,-62,-23,-27,-23,61,54,-103,-96,-128,-167,sitting
28,58,55,22,0,-6,100,-103,12,84,-126,34,100,-90,-185,-80,-157,standing
75,67,67,24,0,-8,96,-149,-8,88,-95,15,121,-109,-180,-78,-157,standing
31,71,83,28,4,-18,95,-128,2,91,-141,33,118,-79,-178,-79,-153,standing
28,58,55,22,0,-16,42,-13,-7,-19,-18,5,94,-81,-147,-97,-169,sitting
31,71,83,28,4,-12,92,-124,3,88,-140,31,119,-83,-174,-77,-156,standing
46,62,75,28,6,-1,133,-71,-10,135,-93,-196,193,20,-153,-100,-161,walking
28,58,55,22,0,3,73,-126,-458,-492,-592,59,97,-121,-173,-38,-169,walking
46,62,75,28,6,-5,76,-32,-1,22,-32,5,95,-68,-151,-108,-163,sitting
46,62,75,28,6,-5,99,-88,3,73,-116,20,103,-84,-167,-102,-156,standing
46,62,75,28,6,-3,108,-107,10,103,-125,19,103,-101,-159,-85,-155,walking
28,58,55,22,0,-30,19,-31,-262,-234,-337,37,108,-102,-164,-90,-169,sitting
31,71,83,28,4,-11,91,-114,64,41,-118,26,123,-83,-156,-78,-158,standing
46,62,75,28,6,-2,95,-61,-18,18,-17,-13,105,-89,-167,-93,-151,sitting
28,58,55,22,0,-4,101,-99,11,85,-126,33,103,-86,-194,-90,-163,standing
46,62,75,28,6,-3,108,-72,70,143,-107,8,109,-81,-167,-95,-165,walking
46,62,75,28,6,1,109,-20,5,73,-106,31,109,-80,-155,-84,-149,standing
28,58,55,22,0,-21,24,-22,-32,-24,-29,4,91,-82,-145,-93,-170,sitting
46,62,75,28,6,-3,107,-93,8,88,-123,27,107,-97,-177,-89,-157,standing
46,62,75,28,6,-1,82,-25,4,25,-30,11,97,-65,-146,-107,-156,sitting
46,62,75,28,6,-3,98,-70,-15,20,-17,-13,104,-89,-154,-100,-146,sitting
46,62,75,28,6,25,104,-75,22,65,-50,16,103,-68,-187,-98,-159,sittingdown
31,71,83,28,4,3,71,-61,-33,-6,-25,73,66,-98,-93,-114,-178,sitting
28,58,55,22,0,-16,106,-134,-484,-506,-607,26,146,-112,-168,-63,-178,walking
46,62,75,28,6,10,108,-94,-26,100,-10,17,108,-79,-168,-95,-171,walking
31,71,83,28,4,8,111,-165,10,97,-135,8,156,-78,-220,-62,-169,walking
31,71,83,28,4,0,69,-65,-24,6,-26,90,83,-137,-95,-109,-185,sitting
46,62,75,28,6,0,89,-48,-21,22,-19,11,108,-91,-165,-95,-152,sitting
28,58,55,22,0,-33,20,-29,-284,-376,-458,27,108,-88,-150,-95,-170,sitting
28,58,55,22,0,-26,23,-28,-243,-251,-334,38,107,-102,-160,-90,-169,sitting
31,71,83,28,4,-2,68,-66,-25,-32,-25,63,56,-102,-91,-129,-162,sitting
31,71,83,28,4,5,70,-62,-26,2,-24,86,79,-140,-99,-119,-194,sitting
46,62,75,28,6,-6,96,-86,3,70,-115,27,105,-82,-156,-99,-151,standing
31,71,83,28,4,-1,65,-65,-24,-29,-25,68,61,-98,-89,-122,-160,sitting
46,62,75,28,6,-11,93,-94,-4,70,-124,12,100,-69,-158,-107,-153,standing
28,58,55,22,0,-13,37,-16,-6,-20,-20,29,108,-85,-144,-94,-171,sitting
31,71,83,28,4,-42,128,-143,68,58,-192,16,120,-85,-206,-77,-157,walking
28,58,55,22,0,-19,35,-25,-22,-26,-25,28,108,-86,-146,-94,-164,sitting
31,71,83,28,4,3,64,-59,-37,-24,-27,76,69,-105,-80,-140,-158,sitting
31,71,83,28,4,-6,93,-121,0,89,-144,28,118,-84,-175,-78,-158,standing
28,58,55,22,0,-5,100,-103,8,84,-130,34,101,-88,-192,-90,-165,standing
46,62,75,28,6,0,93,-57,-16,20,-16,18,108,-90,-167,-91,-160,sitting
28,58,55,22,0,-9,75,-112,-419,-442,-541,31,129,-140,-177,-60,-167,walking
46,62,75,28,6,-5,77,-25,3,24,-30,7,95,-67,-147,-112,-158,sitting
46,62,75,28,6,-4,98,-86,6,75,-117,18,102,-86,-161,-103,-161,standing
28,58,55,22,0,-30,48,-28,-281,-373,-417,27,107,-87,-146,-94,-169,sitting
28,58,55,22,0,-5,98,-111,-493,-516,-616,37,144,-93,-177,-87,-172,walking
31,71,83,28,4,1,108,-150,-28,-31,-12,45,38,-77,-130,-52,-176,standingup
31,71,83,28,4,1,68,-64,-35,-7,-26,69,63,-100,-93,-115,-180,sitting
46,62,75,28,6,-1,104,-85,-4,84,-123,30,106,-84,-180,-88,-159,standing
46,62,75,28,6,-11,93,-100,1,74,-124,18,104,-89,-155,-101,-163,standing
31,71,83,28,4,2,70,-64,-16,-32,-23,61,54,-104,-97,-134,-163,sitting
75,67,67,24,0,-10,92,-92,-14,-19,-21,-74,79,-101,-90,-138,-118,sitting
28,58,55,22,0,-4,67,-158,-281,-282,-356,-36,51,-117,-262,-101,-154,standingup
46,62,75,28,6,-1,95,-51,-21,23,-14,12,107,-91,-161,-95,-154,sitting
31,71,83,28,4,0,75,-77,-42,-37,-34,69,62,-100,-120,-111,-144,sitting
28,58,55,22,0,-17,32,-11,-8,-17,-19,0,87,-87,-148,-93,-168,sitting
31,71,83,28,4,-10,92,-128,2,89,-141,34,122,-79,-174,-75,-160,standing
46,62,75,28,6,-3,104,-96,21,74,-99,8,109,-87,-185,-87,-164,walking
28,58,55,22,0,-5,104,-125,-493,-515,-616,32,118,-137,-203,-86,-166,walking
28,58,55,22,0,0,88,-142,-13,77,-74,31,107,-107,-214,-103,-145,sittingdown
46,62,75,28,6,-4,96,-85,8,75,-103,11,102,-91,-161,-107,-161,standing
31,71,83,28,4,-42,62,-150,8,132,-163,27,184,-72,-206,-59,-166,walking
