@relation DLA

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute d {sitting,sittingdown,standing,standingup,walking}

@data
31,71,83,28,4,-3,62,-121,-488,-512,-611,15,123,-103,-180,-56,-159,walking
31,71,83,28,4,0,68,-64,-23,-29,-24,62,55,-103,-96,-128,-166,sitting
31,71,83,28,4,-14,91,-133,7,89,-131,42,123,-77,-178,-71,-150,standing
31,71,83,28,4,-4,96,-129,10,90,-121,25,127,-81,-175,-69,-159,standing
28,58,55,22,0,-7,101,-101,5,82,-131,42,106,-81,-186,-80,-154,standing
28,58,55,22,0,-3,102,-97,5,84,-125,31,105,-84,-197,-89,-161,standing
46,62,75,28,6,-7,103,-91,16,83,-84,13,109,-101,-185,-88,-156,standing
46,62,75,28,6,1,92,-48,-17,23,-16,10,107,-92,-162,-95,-159,sitting
31,71,83,28,4,7,71,-59,-22,-29,-22,70,63,-94,-88,-132,-168,sitting
46,62,75,28,6,21,113,-40,16,84,-89,25,105,-64,-156,-92,-154,sittingdown
31,71,83,28,4,-6,93,-106,-45,-13,-31,11,119,-82,-162,-76,-170,standingup
28,58,55,22,0,-17,89,-116,-493,-516,-616,18,67,-137,-180,-84,-152,walking
28,58,55,22,0,0,80,-139,-493,-516,-616,41,120,-137,-187,-75,-170,walking
31,71,83,28,4,10,56,-160,-474,-493,-592,97,135,-50,-222,-68,-163,walking
28,58,55,22,0,-5,102,-94,11,88,-125,22,85,-102,-192,-87,-162,standing
46,62,75,28,6,-8,98,-69,-19,15,-17,-13,104,-90,-166,-94,-153,sitting
31,71,83,28,4,-8,92,-115,17,88,-122,22,124,-85,-173,-72,-162,standing
28,58,55,22,0,-31,36,-30,-259,-247,-358,38,107,-102,-158,-94,-165,sitting
28,58,55,22,0,2,95,-91,-436,-460,-559,19,130,-127,-170,-71,-167,walking
46,62,75,28,6,-3,98,-89,8,57,-100,7,109,-90,-164,-102,-153,walking
28,58,55,22,0,-32,28,-32,-282,-361,-368,29,110,-101,-156,-94,-162,sitting
75,67,67,24,0,-8,95,-100,-15,-15,-22,-65,88,-134,-99,-143,-138,sitting
75,67,67,24,0,-7,93,-149,-7,88,-97,14,121,-110,-188,-79,-155,standing
46,62,75,28,6,-2,136,-72,100,164,-107,3,114,-75,-179,-92,-167,walking
46,62,75,28,6,-5,98,-82,3,74,-82,-15,123,-94,-174,-98,-171,walking
31,71,83,28,4,-7,96,-124,14,93,-121,34,118,-82,-179,-77,-158,standing
28,58,55,22,0,-3,95,-92,-304,-364,-482,41,172,-74,-202,-77,-151,walking
31,71,83,28,4,1,91,-118,64,49,-152,32,124,-103,-216,-74,-170,walking
31,71,83,28,4,-9,97,-130,9,93,-128,37,119,-81,-173,-76,-161,standing
31,71,83,28,4,-11,94,-130,7,92,-129,32,124,-79,-177,-68,-152,standing
46,62,75,28,6,-7,104,-97,-6,80,-127,27,107,-94,-178,-92,-154,standing
28,58,55,22,0,-25,28,-17,-260,-372,-452,27,109,-86,-149,-94,-169,sitting
28,58,55,22,0,-1,99,-92,-7,84,-128,26,93,-42,-196,-85,-157,standing
28,58,55,22,0,-2,101,-99,9,85,-126,47,101,-78,-197,-88,-158,standing
46,62,75,28,6,-1,91,-51,-21,21,-18,13,108,-88,-162,-95,-152,sitting
46,62,75,28,6,-5,76,-28,1,22,-32,6,95,-68,-152,-108,-161,sitting
31,71,83,28,4,-11,72,-128,-491,-514,-614,24,121,-89,-187,-54,-186,walking
28,58,55,22,0,0,101,-94,6,87,-122,5,81,-101,-193,-87,-163,standing
31,71,83,28,4,-2,65,-68,-26,-33,-27,61,54,-103,-93,-131,-167,sitting
28,58,55,22,0,-14,38,-13,-3,-21,-24,29,107,-80,-153,-93,-162,sitting
28,58,55,22,0,4,115,-128,-492,-516,-615,34,43,-124,-188,-74,-163,walking
31,71,83,28,4,-9,101,-141,-9,102,-87,-23,103,-52,-141,-71,-168,standingup
46,62,75,28,6,0,88,-44,-17,23,-15,10,107,-92,-166,-95,-152,sitting
31,71,83,28,4,-1,70,-62,-13,-27,-22,70,62,-100,-96,-127,-159,sitting
46,62,75,28,6,0,91,-48,-18,22,-16,10,107,-92,-162,-94,-156,sitting
46,62,75,28,6,-6,94,-87,19,57,-104,6,108,-87,-176,-97,-168,walking
28,58,55,22,0,-1,102,-95,-3,87,-122,35,99,-65,-192,-91,-159,standing
75,67,67,24,0,-10,75,-167,-38,120,-108,9,78,-142,-224,-74,-128,walking
46,62,75,28,6,-12,94,-99,2,71,-124,22,105,-88,-157,-94,-148,standing
28,58,55,22,0,-21,78,-139,-493,-516,-616,84,183,-162,-189,-50,-159,walking
46,62,75,28,6,4,91,-47,-16,24,-15,10,107,-92,-167,-93,-158,sitting
46,62,75,28,6,-1,89,-49,-20,22,-18,11,108,-88,-166,-93,-156,sitting
46,62,75,28,6,-11,90,-97,-10,69,-125,9,99,-67,-159,-103,-161,standing
46,62,75,28,6,5,106,-89,-8,26,-21,1,99,-65,-175,-90,-150,sittingdown
28,58,55,22,0,-15,104,-103,-492,-515,-616,20,129,-108,-163,-71,-180,walking
28,58,55,22,0,-26,25,-21,-259,-354,-373,29,110,-101,-156,-94,-163,sitting
46,62,75,28,6,20,92,-8,15,30,-27,25,101,-56,-139,-101,-148,sitting
46,62,75,28,6,-1,127,-104,8,88,-106,72,55,-146,-177,-90,-160,walking
31,71,83,28,4,-9,82,-127,-337,-317,-490,-8,113,-75,-203,-69,-139,sittingdown
31,71,83,28,4,-14,94,-115,7,88,-127,28,122,-80,-162,-79,-146,standing
28,58,55,22,0,-3,100,-95,1,85,-123,25,100,-84,-188,-81,-158,standing
28,58,55,22,0,-2,103,-166,-491,-514,-614,19,98,-40,-276,-70,-142,standingup
46,62,75,28,6,7,91,-83,4,53,-106,7,109,-96,-178,-99,-178,walking
46,62,75,28,6,2,103,-139,-3,63,-41,4,105,-71,-194,-86,-160,sittingdown
46,62,75,28,6,-12,112,-86,-21,101,-107,-53,242,3,-138,-117,-142,walking
31,71,83,28,4,-26,83,-126,4,90,-126,77,26,-110,-224,-57,-169,walking
46,62,75,28,6,-3,96,-93,4,73,-100,9,103,-94,-169,-103,-164,standing
28,58,55,22,0,5,94,-112,-27,101,-65,358,95,-193,-183,-70,-140,walking
31,71,83,28,4,-15,102,-148,-265,-282,-383,-14,11,-79,-206,-68,-132,sittingdown
28,58,55,22,0,-9,92,-103,-493,-516,-615,27,127,-127,-179,-80,-183,walking
75,67,67,24,0,-7,94,-148,-7,88,-98,14,121,-109,-179,-78,-157,standing
31,71,83,28,4,-2,92,-141,21,91,-127,-24,151,-144,-228,-100,-173,walking
46,62,75,28,6,-22,82,-111,-29,97,-128,20,225,-116,-149,-61,-157,walking
46,62,75,28,6,-3,78,-29,0,23,-30,7,95,-68,-151,-108,-163,sitting
46,62,75,28,6,-3,80,-116,-3,89,-103,18,184,-89,-159,-64,-153,walking
28,58,55,22,0,-11,86,-164,-7,-36,-31,-308,-354,-466,-209,-98,-143,standingup
46,62,75,28,6,18,104,-39,11,24,-28,15,100,-61,-150,-102,-156,sittingdown
46,62,75,28,6,-6,102,-97,4,83,-124,22,108,-96,-180,-89,-160,standing
75,67,67,24,0,-6,93,-151,-10,88,-96,16,123,-107,-182,-77,-156,standing
46,62,75,28,6,-5,76,-34,-2,21,-33,5,96,-67,-148,-107,-163,sitting
46,62,75,28,6,2,100,-64,-11,20,-12,-14,104,-91,-164,-92,-159,sitting
28,58,55,22,0,-1,84,-152,-1,71,-52,17,111,-123,-212,-101,-141,sittingdown
31,71,83,28,4,-6,98,-120,5,93,-136,29,119,-83,-175,-75,-160,standing
31,71,83,28,4,25,89,-136,-14,63,-40,70,63,-47,-169,-52,-140,standingup
28,58,55,22,0,-1,101,-95,11,87,-124,45,99,-81,-199,-91,-163,standing
46,62,75,28,6,-8,102,-105,5,83,-126,21,108,-95,-184,-89,-156,standing
28,58,55,22,0,-1,102,-95,3,87,-122,26,102,-89,-199,-86,-164,standing
46,62,75,28,6,0,89,-47,-20,21,-18,10,107,-92,-159,-94,-161,sitting
28,58,55,22,0,-24,28,-26,-256,-255,-332,38,107,-102,-162,-91,-169,sitting
28,58,55,22,0,-9,103,-90,-491,-513,-613,22,110,-100,-195,-81,-160,standing
31,71,83,28,4,5,72,-61,-21,9,-24,81,74,-143,-99,-120,-186,sitting
31,71,83,28,4,3,68,-64,-24,-28,-25,62,55,-103,-95,-129,-166,sitting
46,62,75,28,6,-11,94,-97,1,73,-123,18,103,-89,-159,-105,-155,standing
28,58,55,22,0,-28,24,-34,-266,-276,-336,38,107,-102,-163,-90,-171,sitting
31,71,83,28,4,3,77,-154,-13,85,-68,18,113,-66,-167,-75,-164,standingup
31,71,83,28,4,2,95,-107,63,45,-97,12,124,-94,-175,-73,-167,standing
31,71,83,28,4,-4,86,-126,-6,92,-125,17,117,-83,-177,-75,-169,standing
46,62,75,28,6,-4,78,-23,4,25,-30,8,95,-66,-152,-108,-160,sitting
28,58,55,22,0,-27,18,-28,-236,-220,-326,38,107,-102,-158,-90,-166,sitting
28,58,55,22,0,-23,34,-23,-178,-199,-320,39,107,-101,-164,-92,-171,sitting
75,67,67,24,0,-17,89,-158,-6,87,-92,14,123,-106,-192,-72,-157,standing
46,62,75,28,6,-4,96,-104,-3,108,-126,10,105,-105,-164,-73,-153,walking
28,58,55,22,0,-13,33,-11,-16,-20,-23,4,91,-83,-147,-95,-170,sitting
46,62,75,28,6,-5,98,-98,-16,81,-120,91,29,-128,-187,-82,-157,walking
46,62,75,28,6,-7,66,-47,-8,16,-38,2,95,-72,-162,-105,-167,sitting
46,62,75,28,6,9,85,-14,10,28,-30,22,99,-59,-144,-104,-150,sitting
46,62,75,28,6,0,87,-47,-20,22,-18,11,109,-88,-168,-92,-156,sitting
28,58,55,22,0,-4,80,-106,-491,-514,-615,59,53,-93,-184,-79,-160,walking
75,67,67,24,0,-4,94,-150,-4,90,-97,14,122,-109,-174,-79,-157,standing
31,71,83,28,4,19,110,-126,-40,1,-31,78,71,-62,-102,-85,-141,standingup
28,58,55,22,0,9,64,-171,-14,26,-44,-52,34,-129,-246,-103,-151,standingup
31,71,83,28,4,3,69,-60,-35,-23,-26,69,62,-108,-90,-136,-169,sitting
28,58,55,22,0,-2,101,-97,4,84,-128,20,95,-87,-187,-85,-159,standing
75,67,67,24,0,-20,78,-141,-22,90,-116,47,72,-114,-189,-88,-136,walking
46,62,75,28,6,-10,79,-85,-25,85,-122,107,26,-121,-192,-92,-167,walking
28,58,55,22,0,-1,97,-186,-35,-26,-35,-426,-454,-552,-236,-109,-130,standingup
31,71,83,28,4,-15,104,-146,-448,-467,-581,-21,111,-74,-203,-66,-144,sittingdown
31,71,83,28,4,-18,89,-109,-488,-511,-610,34,147,-87,-201,-79,-172,walking
28,58,55,22,0,-13,106,-102,-493,-516,-616,25,131,-118,-162,-71,-169,walking
31,71,83,28,4,-22,70,-115,10,86,-128,47,39,-114,-211,-67,-169,walking
31,71,83,28,4,6,72,-59,-21,-25,-21,61,54,-104,-96,-130,-167,sitting
46,62,75,28,6,-10,92,-96,4,75,-104,11,104,-93,-163,-101,-162,standing
28,58,55,22,0,-23,37,-19,-253,-351,-361,27,106,-88,-149,-94,-171,sitting
31,71,83,28,4,-6,97,-122,7,92,-135,30,119,-83,-175,-75,-164,standing
28,58,55,22,0,-2,102,-97,6,85,-123,23,101,-93,-198,-87,-163,standing
75,67,67,24,0,-10,94,-149,-6,90,-97,18,122,-109,-187,-80,-148,standing
46,62,75,28,6,-9,92,-93,-1,74,-120,12,103,-90,-168,-105,-165,standing
46,62,75,28,6,-1,90,-49,-20,22,-17,13,108,-88,-164,-94,-153,sitting
75,67,67,24,0,-12,95,-95,3,-28,-21,-58,92,-121,-105,-118,-160,sitting
28,58,55,22,0,-1,103,-98,5,87,-124,1,73,-114,-193,-85,-162,standing
28,58,55,22,0,0,102,-96,-1,89,-121,43,100,-61,-192,-83,-150,standing
46,62,75,28,6,-3,107,-99,7,88,-122,27,107,-99,-177,-90,-159,standing
46,62,75,28,6,-5,97,-95,17,40,-127,6,107,-82,-181,-104,-177,walking
46,62,75,28,6,2,91,-47,-20,22,-16,10,108,-93,-164,-95,-153,sitting
31,71,83,28,4,-20,96,-161,-267,-286,-382,-12,95,-78,-228,-115,-139,standingup
31,71,83,28,4,6,105,-173,-46,50,-44,42,34,-58,-135,-36,-158,standingup
28,58,55,22,0,-11,102,-89,26,-13,-6,38,131,-108,-201,-96,-141,sittingdown
46,62,75,28,6,-11,94,-97,0,76,-121,19,104,-90,-158,-106,-159,standing
46,62,75,28,6,4,89,-77,15,-3,-88,13,14,-97,-208,-109,-173,standingup
31,71,83,28,4,7,94,-146,9,95,-119,27,121,-92,-196,-70,-192,standing
31,71,83,28,4,-21,96,-107,4,87,-129,52,110,-68,-154,-84,-140,standing
28,58,55,22,0,-7,100,-99,10,85,-127,43,106,-84,-183,-80,-153,standing
28,58,55,22,0,-17,65,-31,0,-23,-7,36,112,-84,-122,-110,-165,standingup
28,58,55,22,0,-6,76,-129,7,76,-80,25,109,-110,-194,-93,-146,sittingdown
28,58,55,22,0,-2,99,-97,-5,84,-125,34,102,-63,-188,-89,-158,standing
46,62,75,28,6,-1,90,-51,-20,22,-19,16,108,-89,-164,-93,-157,sitting
31,71,83,28,4,2,69,-65,-35,-9,-28,66,59,-103,-98,-120,-181,sitting
46,62,75,28,6,-8,77,-118,-48,100,-141,-20,208,-141,-174,-102,-149,walking
46,62,75,28,6,2,96,-86,17,59,-101,15,107,-92,-174,-101,-170,walking
31,71,83,28,4,-22,114,-122,14,95,-126,-23,182,-107,-213,-78,-171,walking
28,58,55,22,0,0,128,-121,-402,-475,-595,33,147,-116,-163,-54,-179,walking
31,71,83,28,4,2,70,-63,-35,-7,-26,73,66,-97,-91,-113,-179,sitting
31,71,83,28,4,-27,62,-116,-5,87,-105,49,47,-115,-206,-77,-166,walking
28,58,55,22,0,0,103,-97,-492,-516,-616,-103,245,-63,-187,-73,-163,walking
46,62,75,28,6,30,123,-16,19,29,-31,8,95,-51,-160,-98,-152,sittingdown
46,62,75,28,6,-9,96,-96,1,74,-121,14,102,-89,-163,-107,-159,standing
28,58,55,22,0,-7,109,-112,-491,-514,-615,-78,213,-106,-180,-75,-164,walking
46,62,75,28,6,0,96,-59,-15,21,-15,17,108,-91,-164,-92,-161,sitting
31,71,83,28,4,-6,58,-125,-477,-500,-600,16,127,-101,-192,-48,-159,walking
31,71,83,28,4,0,67,-66,-36,-8,-28,66,59,-102,-97,-118,-185,sitting
31,71,83,28,4,4,70,-61,-34,-6,-26,65,58,-103,-98,-120,-186,sitting
28,58,55,22,0,-16,103,-91,-491,-513,-614,18,104,-104,-167,-88,-165,standing
31,71,83,28,4,-4,53,-150,-485,-508,-608,-14,127,-109,-219,-43,-162,walking
46,62,75,28,6,-2,87,-48,-20,21,-18,11,109,-88,-165,-92,-155,sitting
28,58,55,22,0,1,100,-89,-5,85,-126,27,94,-43,-194,-83,-156,standing
28,58,55,22,0,-6,97,-146,6,-2,-7,15,108,-123,-216,-80,-144,sittingdown
31,71,83,28,4,8,72,-59,-22,-29,-21,70,62,-93,-90,-133,-173,sitting
46,62,75,28,6,-18,117,-82,-7,98,-118,2,115,-83,-172,-79,-156,walking
75,67,67,24,0,-8,95,-141,-11,71,-58,-17,111,-100,-214,-95,-154,standingup
75,67,67,24,0,-9,94,-90,-9,-22,-21,-70,82,-105,-141,-131,-161,sitting
31,71,83,28,4,9,98,-125,20,94,-93,13,120,-75,-150,-76,-174,standingup
31,71,83,28,4,20,51,-152,47,123,-183,-6,137,-42,-219,-47,-171,walking
31,71,83,28,4,6,120,-127,-41,88,-155,24,188,-81,-262,-88,-162,walking
31,71,83,28,4,5,71,-61,-18,9,-24,65,58,-104,-97,-124,-173,sitting
28,58,55,22,0,-7,72,-119,-492,-515,-616,25,105,-65,-219,-135,-164,standingup
75,67,67,24,0,-14,92,-155,-5,89,-93,17,127,-103,-187,-73,-151,standing
46,62,75,28,6,31,124,-44,22,56,-37,17,102,-56,-194,-91,-150,sittingdown
46,62,75,28,6,-15,110,-103,7,100,-120,-2,99,-115,-175,-94,-153,walking
28,58,55,22,0,-1,102,-100,1,85,-126,4,72,-111,-203,-87,-159,standing
28,58,55,22,0,3,129,-131,-480,-503,-603,25,143,-117,-183,-55,-169,walking
31,71,83,28,4,6,73,-59,-21,10,-23,83,76,-143,-99,-120,-187,sitting
28,58,55,22,0,-4,81,-139,-7,67,-71,21,105,-112,-202,-108,-150,sittingdown
31,71,83,28,4,-10,93,-113,62,43,-126,29,123,-79,-156,-73,-159,standing
28,58,55,22,0,-7,80,-136,16,82,-61,0,111,-127,-239,-124,-146,sittingdown
46,62,75,28,6,-11,90,-94,-3,72,-122,13,104,-87,-161,-102,-160,standing
31,71,83,28,4,3,71,-62,-22,8,-25,90,83,-138,-93,-115,-181,sitting
31,71,83,28,4,-8,95,-125,2,90,-141,28,118,-84,-174,-76,-161,standing
31,71,83,28,4,4,70,-62,-35,-7,-27,65,58,-103,-98,-120,-186,sitting
46,62,75,28,6,-11,89,-94,-4,71,-123,12,103,-81,-162,-102,-157,standing
28,58,55,22,0,-8,101,-124,9,0,-4,-3,107,-130,-175,-98,-127,sittingdown
31,71,83,28,4,0,67,-66,-25,-30,-26,62,55,-102,-92,-128,-169,sitting
46,62,75,28,6,-12,94,-99,0,76,-123,20,105,-89,-155,-102,-157,standing
46,62,75,28,6,-12,94,-99,-1,73,-123,17,105,-91,-157,-105,-159,standing
46,62,75,28,6,-12,104,-118,-22,78,-100,7,140,-71,-147,-70,-149,walking
28,58,55,22,0,2,94,-163,-6,63,-36,23,106,-128,-236,-110,-134,sittingdown
28,58,55,22,0,-11,102,-109,-493,-517,-617,19,105,-103,-182,-77,-161,standing
46,62,75,28,6,-11,93,-97,2,73,-122,21,105,-86,-149,-105,-157,standing
28,58,55,22,0,-30,20,-28,-280,-374,-456,28,109,-87,-150,-94,-169,sitting
31,71,83,28,4,2,67,-62,-19,7,-25,72,65,-98,-91,-118,-164,sitting
46,62,75,28,6,-8,99,-103,4,83,-125,22,107,-97,-179,-87,-160,standing
46,62,75,28,6,-9,99,-83,5,73,-115,44,55,-71,-177,-89,-152,standingup
31,71,83,28,4,-6,80,-126,58,44,-179,21,134,-111,-198,-63,-158,walking
75,67,67,24,0,-5,98,-105,-17,-14,-21,-60,89,-133,-100,-130,-149,sitting
28,58,55,22,0,-3,81,-148,-10,67,-60,13,112,-118,-208,-113,-152,sittingdown
46,62,75,28,6,-1,102,-68,-12,21,-12,-14,104,-91,-156,-101,-147,sitting
31,71,83,28,4,5,91,-150,-26,65,-55,59,52,-62,-172,-49,-140,standingup
28,58,55,22,0,-11,101,-106,-493,-517,-617,18,104,-103,-180,-78,-163,standing
46,62,75,28,6,-11,94,-95,1,74,-121,19,103,-89,-162,-108,-158,standing
31,71,83,28,4,2,70,-62,-23,-27,-23,61,54,-103,-96,-127,-167,sitting
46,62,75,28,6,-12,92,-93,-6,71,-124,13,101,-66,-150,-105,-156,standing
46,62,75,28,6,30,121,-28,22,33,-31,15,96,-56,-174,-95,-146,sittingdown
31,71,83,28,4,8,70,-56,-34,-21,-23,69,62,-111,-88,-146,-166,sitting
31,71,83,28,4,-7,86,-87,-361,-372,-512,-10,117,-82,-140,-134,-108,sittingdown
46,62,75,28,6,9,108,-90,2,33,-23,4,115,-68,-189,-81,-144,sittingdown
28,58,55,22,0,-15,109,-104,-493,-516,-616,-3,243,-111,-169,-80,-166,walking
46,62,75,28,6,-5,105,-99,6,87,-123,25,108,-100,-177,-90,-160,standing
28,58,55,22,0,-15,146,-139,-492,-516,-616,-122,178,-78,-168,-62,-169,walking
31,71,83,28,4,-5,95,-112,13,88,-121,20,123,-85,-163,-72,-161,standing
31,71,83,28,4,-12,94,-127,0,90,-141,29,120,-82,-178,-77,-155,standing
31,71,83,28,4,0,65,-64,-26,-33,-26,64,57,-92,-90,-133,-169,sitting
28,58,55,22,0,-9,103,-93,22,77,-58,22,107,-103,-196,-91,-171,standing
46,62,75,28,6,2,155,-103,14,79,2,-10,120,-89,-143,-98,-155,walking
28,58,55,22,0,-5,103,-89,16,88,-126,34,101,-90,-187,-82,-159,standing
31,71,83,28,4,4,69,-61,-23,-30,-23,61,53,-104,-95,-135,-157,sitting
46,62,75,28,6,-11,97,-100,-4,69,-125,11,103,-88,-168,-103,-161,standing
31,71,83,28,4,6,69,-60,-17,8,-23,65,58,-104,-98,-123,-170,sitting
31,71,83,28,4,-13,96,-139,15,88,-131,11,119,-79,-151,-78,-175,standingup
28,58,55,22,0,-25,31,-24,-259,-350,-354,29,109,-102,-158,-94,-163,sitting
46,62,75,28,6,-5,98,-85,7,73,-96,15,102,-86,-159,-104,-157,standing
46,62,75,28,6,-1,115,-108,-9,90,-119,-4,132,-79,-183,-103,-165,walking
28,58,55,22,0,3,79,-167,11,47,-33,18,110,-117,-230,-85,-137,sittingdown
46,62,75,28,6,-6,104,-102,6,86,-123,23,108,-96,-187,-89,-154,standing
28,58,55,22,0,-19,26,-19,-27,-23,-28,4,92,-82,-145,-93,-169,sitting
46,62,75,28,6,-6,74,-35,-3,20,-32,5,96,-68,-150,-107,-163,sitting
28,58,55,22,0,-4,108,-106,-493,-516,-616,30,106,-73,-218,-102,-147,standingup
46,62,75,28,6,24,97,-7,15,31,-26,22,99,-51,-138,-102,-149,sitting
46,62,75,28,6,-5,99,-98,-7,81,-122,52,24,-147,-171,-91,-160,walking
31,71,83,28,4,5,86,-131,4,94,-118,49,21,-119,-229,-67,-170,walking
46,62,75,28,6,-9,94,-93,-8,70,-123,8,100,-70,-162,-105,-156,standing
