@relation DLA

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute d {sitting,sittingdown,standing,standingup,walking}

@data
75,67,67,24,0,-9,95,-97,-18,-15,-22,-60,88,-132,-102,-142,-137,sitting
31,71,83,28,4,4,71,-61,-22,-29,-22,65,57,-102,-93,-134,-156,sitting
28,58,55,22,0,-3,100,-99,4,84,-124,27,104,-87,-195,-83,-159,standing
46,62,75,28,6,2,90,-45,-16,23,-15,14,107,-92,-162,-94,-158,sitting
46,62,75,28,6,-5,67,-46,-7,18,-36,1,93,-75,-160,-108,-168,sitting
46,62,75,28,6,-1,88,-48,-21,21,-20,11,108,-91,-164,-95,-151,sitting
28,58,55,22,0,-5,102,-90,13,87,-126,32,100,-91,-192,-90,-165,standing
28,58,55,22,0,-6,92,-77,-3,-22,-27,18,104,-83,-173,-90,-151,standingup
46,62,75,28,6,-14,81,-117,-43,99,-152,-5,177,-79,-159,-51,-159,walking
46,62,75,28,6,-1,106,-100,4,85,-120,26,108,-97,-179,-87,-163,standing
28,58,55,22,0,-22,133,-136,-492,-515,-615,34,109,-134,-188,-93,-174,walking
31,71,83,28,4,3,64,-60,-37,-24,-28,69,62,-110,-87,-145,-164,sitting
46,62,75,28,6,-3,87,-73,10,10,-58,16,58,-106,-195,-101,-167,standingup
31,71,83,28,4,0,91,-128,24,87,-108,23,129,-86,-179,-67,-156,standing
31,71,83,28,4,-7,92,-113,13,88,-129,24,124,-83,-167,-73,-159,standing
46,62,75,28,6,-13,92,-101,-1,70,-125,15,103,-91,-168,-103,-161,standing
46,62,75,28,6,-4,104,-90,20,81,-86,12,108,-103,-182,-93,-161,standing
28,58,55,22,0,-11,91,-111,-493,-516,-616,33,117,-105,-169,-87,-176,walking
46,62,75,28,6,-10,99,-85,12,82,-117,38,84,-80,-183,-91,-155,standingup
28,58,55,22,0,-11,107,-91,-492,-517,-616,24,110,-99,-191,-84,-163,standing
31,71,83,28,4,-12,95,-116,-331,-309,-433,5,116,-76,-175,-85,-142,sittingdown
46,62,75,28,6,-2,95,-57,-21,22,-18,12,109,-88,-161,-95,-151,sitting
28,58,55,22,0,-13,131,-141,-152,-63,-223,-128,185,-41,-169,-60,-169,walking
46,62,75,28,6,1,89,-47,-20,23,-16,12,108,-90,-165,-95,-152,sitting
75,67,67,24,0,-8,94,-150,-5,90,-96,15,123,-106,-187,-79,-157,standing
31,71,83,28,4,-8,93,-114,13,87,-121,25,124,-86,-162,-80,-144,standing
31,71,83,28,4,-1,67,-66,-24,-29,-26,62,55,-103,-95,-126,-166,sitting
28,58,55,22,0,2,103,-96,10,86,-120,27,105,-87,-199,-86,-161,standing
46,62,75,28,6,6,99,-87,-7,97,-62,12,106,-89,-178,-105,-176,walking
28,58,55,22,0,-17,91,-103,-489,-511,-612,61,152,-88,-167,-87,-168,walking
31,71,83,28,4,6,74,-59,-20,10,-22,85,77,-142,-99,-120,-184,sitting
31,71,83,28,4,-4,95,-119,8,92,-133,30,118,-85,-177,-76,-164,standing
31,71,83,28,4,-16,92,-138,-1,87,-147,35,118,-84,-169,-78,-157,standing
46,62,75,28,6,-13,89,-76,5,84,-117,32,95,-93,-165,-102,-158,walking
31,71,83,28,4,-15,93,-126,4,89,-141,36,123,-79,-170,-76,-154,standing
46,62,75,28,6,-12,105,-103,-2,88,-125,-11,102,-91,-179,-94,-158,standing
28,58,55,22,0,-20,27,-18,-28,-23,-25,1,88,-86,-148,-94,-169,sitting
46,62,75,28,6,-12,94,-102,0,71,-124,16,104,-88,-157,-102,-155,standing
46,62,75,28,6,-8,100,-106,4,-18,-86,41,49,-71,-186,-94,-147,standingup
28,58,55,22,0,-1,88,-183,17,19,-15,-53,22,-140,-286,-97,-160,standingup
31,71,83,28,4,-8,93,-124,5,88,-138,33,125,-77,-181,-69,-151,standing
75,67,67,24,0,-13,95,-95,-9,-21,-21,-70,84,-104,-111,-118,-138,sitting
75,67,67,24,0,-12,93,-94,3,-16,-21,-64,88,-100,-186,-79,-145,sitting
31,71,83,28,4,0,68,-63,-23,-28,-23,62,54,-103,-96,-128,-167,sitting
46,62,75,28,6,-7,72,-38,-4,19,-35,2,94,-71,-154,-109,-166,sitting
28,58,55,22,0,-21,34,-21,-25,-29,-24,25,108,-81,-146,-95,-162,sitting
46,62,75,28,6,-10,91,-96,-1,71,-112,10,104,-88,-166,-100,-158,standing
46,62,75,28,6,-4,78,-30,0,23,-31,6,96,-67,-150,-108,-163,sitting
28,58,55,22,0,-7,93,-115,-1,80,-98,26,109,-110,-187,-88,-145,sittingdown
28,58,55,22,0,-6,103,-100,5,86,-130,30,103,-81,-192,-88,-164,standing
31,71,83,28,4,-13,94,-114,66,43,-122,25,122,-82,-163,-77,-154,standing
31,71,83,28,4,-6,96,-127,20,91,-132,43,113,-78,-182,-77,-160,standing
46,62,75,28,6,-16,130,-72,-16,200,-125,8,138,-72,-170,-83,-158,walking
31,71,83,28,4,-3,95,-119,11,94,-125,19,122,-87,-175,-74,-165,standing
28,58,55,22,0,-5,104,-95,3,85,-128,43,103,-82,-190,-83,-157,standing
28,58,55,22,0,-2,73,-117,-492,-515,-616,8,123,-127,-200,-81,-168,walking
31,71,83,28,4,9,97,-158,-47,38,-39,52,45,-65,-163,-64,-123,standingup
75,67,67,24,0,-8,69,-165,-17,113,-103,-60,103,-167,-248,-37,-135,walking
28,58,55,22,0,-5,102,-93,-492,-516,-615,19,106,-101,-202,-86,-166,standing
28,58,55,22,0,-1,96,-126,-380,-458,-579,50,131,-128,-181,-88,-181,walking
28,58,55,22,0,-1,101,-87,-3,87,-125,22,95,-52,-195,-89,-161,standing
28,58,55,22,0,-6,102,-93,1,83,-129,41,96,-88,-189,-82,-154,standing
75,67,67,24,0,-3,98,-122,20,-47,-27,-404,-446,-553,-189,-101,-114,standingup
31,71,83,28,4,-5,98,-122,8,93,-134,31,119,-84,-175,-73,-164,standing
28,58,55,22,0,38,144,-126,-462,-483,-582,12,138,-121,-192,-67,-161,walking
46,62,75,28,6,27,99,-2,20,33,-25,22,97,-49,-140,-101,-148,sitting
31,71,83,28,4,-21,103,-121,-482,-504,-604,23,114,-96,-218,-39,-167,walking
28,58,55,22,0,-6,96,-107,-493,-516,-616,38,159,-111,-170,-85,-166,walking
46,62,75,28,6,3,99,-61,-13,20,-13,-14,104,-91,-165,-95,-156,sitting
46,62,75,28,6,-16,93,-87,3,82,-114,40,175,-59,-157,-100,-161,walking
46,62,75,28,6,-6,102,-56,-4,69,-114,17,103,-66,-154,-102,-154,standing
31,71,83,28,4,-12,98,-122,13,91,-140,34,119,-81,-173,-79,-153,standing
75,67,67,24,0,-11,95,-94,-13,-21,-21,-70,82,-104,-113,-112,-149,sitting
31,71,83,28,4,2,69,-62,-23,-26,-22,68,61,-97,-89,-122,-161,sitting
31,71,83,28,4,-9,96,-126,5,91,-139,36,124,-77,-172,-69,-150,standing
28,58,55,22,0,3,152,-129,-493,-515,-614,37,166,-130,-157,-37,-180,walking
46,62,75,28,6,-13,89,-88,-13,85,-116,37,44,-136,-185,-112,-165,walking
75,67,67,24,0,-9,91,-90,-18,-19,-15,-75,79,-97,-95,-146,-153,sitting
46,62,75,28,6,9,87,-15,11,29,-28,19,98,-62,-147,-107,-153,sitting
31,71,83,28,4,7,71,-58,-21,-28,-21,64,57,-92,-90,-133,-169,sitting
28,58,55,22,0,-2,100,-96,2,85,-123,25,101,-90,-195,-85,-160,standing
31,71,83,28,4,-7,95,-116,7,92,-135,35,125,-78,-174,-71,-152,standing
31,71,83,28,4,-2,110,-111,-493,-516,-616,-30,131,-98,-162,-89,-113,sittingdown
75,67,67,24,0,-18,107,-143,-21,78,-111,-93,162,-128,-201,-108,-154,walking
31,71,83,28,4,8,94,-98,-43,-7,-34,16,119,-74,-158,-73,-171,standingup
28,58,55,22,0,-18,76,-47,-6,-51,-17,27,109,-74,-147,-97,-157,standingup
46,62,75,28,6,-7,96,-89,-7,86,-120,63,25,-140,-178,-89,-156,walking
28,58,55,22,0,-8,103,-91,-491,-514,-614,14,97,-111,-197,-86,-168,standing
28,58,55,22,0,-6,104,-123,-493,-515,-616,58,114,-136,-183,-87,-182,walking
46,62,75,28,6,-5,74,-34,-3,22,-32,3,94,-70,-154,-110,-165,sitting
31,71,83,28,4,3,70,-60,-19,7,-25,65,58,-104,-97,-123,-171,sitting
28,58,55,22,0,-23,22,-23,-223,-211,-319,38,108,-102,-159,-91,-166,sitting
31,71,83,28,4,-7,95,-124,2,90,-139,31,118,-81,-175,-76,-160,standing
46,62,75,28,6,-7,65,-48,-8,17,-37,7,97,-77,-161,-107,-169,sitting
31,71,83,28,4,-11,92,-118,16,87,-128,26,123,-82,-172,-74,-154,standing
31,71,83,28,4,6,82,-118,52,46,-157,32,125,-99,-248,-73,-184,walking
75,67,67,24,0,-14,96,-98,-10,-7,-20,-63,87,-128,-97,-143,-147,sitting
31,71,83,28,4,-7,93,-114,61,45,-125,26,124,-86,-164,-72,-165,standing
31,71,83,28,4,-1,90,-127,13,92,-125,24,120,-87,-174,-71,-165,standing
31,71,83,28,4,-1,67,-64,-24,-28,-24,65,58,-101,-93,-128,-165,sitting
28,58,55,22,0,-11,111,-145,7,0,3,8,113,-127,-242,-95,-113,sittingdown
31,71,83,28,4,1,68,-65,-23,-32,-25,66,59,-99,-87,-124,-160,sitting
31,71,83,28,4,5,74,-61,-20,9,-23,82,74,-143,-103,-116,-192,sitting
31,71,83,28,4,5,71,-61,-16,-30,-22,63,55,-102,-95,-129,-166,sitting
75,67,67,24,0,-11,96,-98,-19,-14,-21,-60,88,-132,-105,-152,-134,sitting
28,58,55,22,0,24,62,-129,-492,-515,-615,54,164,-106,-128,-57,-171,walking
46,62,75,28,6,-10,142,-76,30,138,-128,6,113,-81,-167,-90,-170,walking
28,58,55,22,0,5,101,-98,3,87,-121,8,77,-99,-204,-83,-163,standing
46,62,75,28,6,-9,92,-99,0,78,-122,16,105,-88,-159,-99,-154,standing
31,71,83,28,4,-8,97,-112,17,89,-125,25,122,-84,-166,-77,-155,standing
28,58,55,22,0,2,77,-144,-20,52,-126,-496,-502,-606,-225,-110,-163,standingup
31,71,83,28,4,-20,68,-120,6,83,-134,20,32,-132,-223,-85,-166,walking
31,71,83,28,4,0,70,-64,-28,0,-26,95,88,-134,-92,-114,-182,sitting
28,58,55,22,0,-28,35,-38,-257,-229,-328,27,107,-88,-148,-94,-170,sitting
31,71,83,28,4,-2,93,-110,59,44,-99,13,124,-93,-168,-70,-164,standing
31,71,83,28,4,-25,149,-127,-449,-462,-560,-90,175,-103,-217,-50,-174,walking
28,58,55,22,0,29,121,-128,-440,-462,-562,30,28,-123,-180,-65,-171,walking
31,71,83,28,4,16,152,-136,-37,122,-147,4,135,-77,-203,-72,-187,walking
46,62,75,28,6,5,85,-12,12,34,-20,2,89,-75,-164,-116,-163,sitting
28,58,55,22,0,6,82,-132,6,73,-63,12,98,-50,-230,-100,-171,standingup
31,71,83,28,4,-18,73,-162,-266,-285,-380,-10,98,-86,-219,-106,-147,standingup
31,71,83,28,4,-20,72,-138,-272,-288,-390,16,119,-82,-172,-88,-144,sittingdown
28,58,55,22,0,-5,95,-109,-493,-515,-615,36,120,-129,-173,-80,-181,walking
75,67,67,24,0,-1,108,-159,-33,87,-97,44,200,-135,-217,-79,-144,walking
28,58,55,22,0,-1,101,-95,-3,87,-121,38,101,-61,-185,-85,-155,standing
46,62,75,28,6,-10,87,-91,7,-1,-71,32,80,-78,-180,-93,-153,standingup
28,58,55,22,0,-9,102,-91,-492,-514,-614,19,105,-103,-196,-85,-168,standing
28,58,55,22,0,-21,101,-140,-492,-516,-616,39,115,-142,-169,-87,-178,walking
28,58,55,22,0,-2,108,-99,11,85,-127,42,106,-80,-189,-82,-153,standing
46,62,75,28,6,-1,90,-48,-20,22,-17,11,108,-91,-164,-94,-158,sitting
28,58,55,22,0,-16,37,-22,-25,-29,-29,29,107,-80,-148,-95,-164,sitting
46,62,75,28,6,0,85,-93,7,73,-108,8,107,-95,-170,-101,-154,walking
31,71,83,28,4,3,72,-62,-22,9,-23,90,82,-140,-98,-113,-189,sitting
46,62,75,28,6,-3,92,-51,-21,23,-15,9,108,-87,-170,-94,-153,sitting
46,62,75,28,6,-12,100,-127,7,65,-51,18,107,-77,-228,-87,-160,standingup
31,71,83,28,4,22,133,-107,-151,-147,-256,2,167,-81,-223,-54,-176,walking
28,58,55,22,0,-27,69,-146,-491,-514,-614,52,159,-113,-166,-38,-169,walking
28,58,55,22,0,-9,96,-117,-493,-516,-616,26,91,-109,-171,-83,-174,walking
28,58,55,22,0,-15,77,-96,-314,-278,-430,10,107,-70,-246,-90,-123,standingup
46,62,75,28,6,6,91,-82,-17,79,-118,92,17,-141,-182,-87,-160,walking
31,71,83,28,4,-9,96,-124,-14,92,-131,21,116,-79,-148,-87,-164,standing
31,71,83,28,4,2,70,-62,-35,-6,-26,73,66,-98,-91,-113,-179,sitting
31,71,83,28,4,8,69,-55,-33,-21,-24,69,62,-111,-88,-146,-165,sitting
28,58,55,22,0,-28,13,-30,-238,-231,-329,38,108,-102,-159,-90,-166,sitting
75,67,67,24,0,-16,95,-102,-12,-24,-22,-75,77,-96,-119,-115,-139,sitting
31,71,83,28,4,-39,129,-138,-490,-512,-612,13,127,-123,-233,-74,-152,walking
46,62,75,28,6,9,112,-82,12,87,-78,26,104,-62,-157,-97,-154,sittingdown
31,71,83,28,4,10,74,-116,-113,-123,-299,25,126,-100,-229,-66,-195,walking
31,71,83,28,4,3,68,-62,-19,7,-25,72,66,-98,-91,-118,-165,sitting
75,67,67,24,0,-15,93,-96,-8,-11,-21,-62,87,-129,-100,-135,-156,sitting
31,71,83,28,4,-4,94,-115,9,89,-122,24,123,-85,-145,-85,-148,standing
31,71,83,28,4,11,97,-113,67,23,-169,23,122,-92,-230,-90,-180,walking
46,62,75,28,6,1,101,-65,-11,20,-12,-13,104,-91,-174,-91,-159,sitting
46,62,75,28,6,-2,90,-51,-19,22,-18,16,108,-89,-158,-94,-158,sitting
31,71,83,28,4,1,69,-63,-23,7,-26,90,84,-138,-93,-114,-178,sitting
46,62,75,28,6,-12,86,-112,-17,89,-102,10,155,-75,-153,-69,-156,walking
46,62,75,28,6,-5,104,-95,3,-9,-64,29,62,-88,-196,-96,-152,standingup
75,67,67,24,0,-16,96,-100,-12,-21,-21,-69,84,-102,-100,-120,-148,sitting
46,62,75,28,6,-12,93,-83,18,86,-121,8,98,-65,-179,-91,-154,standingup
28,58,55,22,0,6,102,-100,-492,-515,-615,25,107,-97,-218,-86,-162,standing
46,62,75,28,6,30,117,-43,13,77,-49,27,103,-68,-175,-95,-149,sittingdown
31,71,83,28,4,-7,94,-111,61,48,-122,25,124,-84,-164,-73,-166,standing
31,71,83,28,4,10,92,-131,-1,96,-129,4,154,-129,-182,-94,-151,walking
46,62,75,28,6,-23,117,-107,7,102,-116,3,93,-112,-161,-88,-163,walking
31,71,83,28,4,-46,139,-140,-483,-505,-605,-19,121,-101,-198,-62,-155,walking
28,58,55,22,0,-13,80,-126,-14,77,-83,30,111,-110,-201,-99,-143,sittingdown
46,62,75,28,6,23,122,-29,17,84,-75,25,103,-63,-147,-89,-151,sittingdown
28,58,55,22,0,16,122,-141,-493,-516,-615,65,188,-122,-173,-99,-156,walking
46,62,75,28,6,-1,107,-89,18,93,-88,13,108,-104,-186,-88,-164,standing
28,58,55,22,0,-4,101,-98,7,88,-121,37,107,-81,-191,-84,-159,standing
28,58,55,22,0,-13,40,-15,-4,-19,-19,27,108,-86,-155,-92,-169,sitting
28,58,55,22,0,-6,100,-91,10,82,-134,36,104,-86,-188,-86,-162,standing
31,71,83,28,4,-1,66,-65,-25,-32,-25,67,60,-99,-88,-129,-157,sitting
46,62,75,28,6,0,90,-51,-19,22,-18,16,108,-89,-160,-95,-156,sitting
31,71,83,28,4,0,67,-65,-36,-8,-28,66,59,-103,-97,-119,-185,sitting
31,71,83,28,4,-15,82,-155,-274,-290,-392,0,113,-82,-199,-88,-146,sittingdown
31,71,83,28,4,-1,96,-118,16,91,-116,18,123,-93,-179,-71,-171,standing
31,71,83,28,4,-7,95,-114,15,89,-124,25,123,-84,-166,-74,-163,standing
28,58,55,22,0,-2,103,-98,6,86,-124,38,109,-79,-189,-79,-156,standing
46,62,75,28,6,-11,95,-93,-8,73,-125,17,101,-64,-151,-98,-149,standing
46,62,75,28,6,4,101,-85,33,63,-105,9,108,-92,-175,-106,-164,walking
31,71,83,28,4,-6,114,-125,-52,56,-70,8,129,-91,-207,-69,-184,walking
31,71,83,28,4,0,66,-65,-36,-9,-28,66,59,-102,-96,-120,-184,sitting
28,58,55,22,0,-28,27,-30,-277,-356,-360,29,110,-101,-152,-92,-162,sitting
31,71,83,28,4,-5,93,-118,-1,90,-135,27,118,-82,-177,-73,-169,standing
28,58,55,22,0,-1,101,-88,-4,85,-125,7,82,-65,-194,-88,-159,standing
31,71,83,28,4,1,67,-62,-23,-28,-23,62,55,-103,-95,-129,-167,sitting
75,67,67,24,0,-11,96,-102,-11,-19,-21,-65,89,-104,-100,-144,-135,sitting
31,71,83,28,4,9,81,-120,-472,-496,-596,12,121,-98,-230,-73,-178,walking
46,62,75,28,6,3,95,-89,10,66,-101,14,109,-98,-174,-104,-170,walking
31,71,83,28,4,-8,95,-134,10,90,-132,34,117,-81,-173,-76,-166,standing
46,62,75,28,6,4,91,-102,5,73,-117,31,108,-92,-188,-105,-183,walking
31,71,83,28,4,13,108,-120,1,95,-103,6,173,-66,-241,-69,-146,walking
31,71,83,28,4,-11,95,-113,22,86,-124,27,122,-84,-161,-77,-151,standing
31,71,83,28,4,2,65,-65,-26,-33,-26,69,62,-95,-90,-133,-170,sitting
31,71,83,28,4,-10,93,-132,-16,90,-130,27,119,-76,-174,-73,-155,standing
31,71,83,28,4,8,72,-58,-21,-29,-22,68,61,-96,-91,-136,-172,sitting
28,58,55,22,0,1,101,-100,5,85,-121,28,105,-88,-202,-85,-163,standing
31,71,83,28,4,-3,96,-111,-42,-5,-27,6,117,-78,-157,-77,-171,standingup
46,62,75,28,6,-4,95,-128,9,46,-40,20,77,-83,-236,-83,-157,standingup
31,71,83,28,4,9,36,-135,22,84,-197,6,159,-60,-210,-40,-169,walking
28,58,55,22,0,-3,102,-100,12,87,-125,36,104,-84,-189,-84,-158,standing
31,71,83,28,4,-14,94,-126,11,89,-141,35,117,-80,-173,-77,-158,standing
31,71,83,28,4,-14,79,-102,-282,-285,-388,-10,115,-88,-128,-124,-125,sittingdown
31,71,83,28,4,-5,94,-112,62,43,-119,22,123,-84,-163,-70,-165,standing
46,62,75,28,6,-12,117,-89,-17,86,-131,6,224,-22,-159,-101,-164,walking
31,71,83,28,4,-22,94,-111,-6,92,-122,57,242,-9,-212,-74,-172,walking
28,58,55,22,0,-3,89,-124,-492,-516,-616,-32,108,-97,-185,-74,-161,walking
28,58,55,22,0,-22,33,-23,-26,-29,-25,25,108,-81,-147,-96,-162,sitting
46,62,75,28,6,-6,78,-95,-28,83,-117,97,10,-131,-185,-89,-152,walking
46,62,75,28,6,-8,94,-90,1,73,-118,21,103,-89,-162,-105,-156,standing
31,71,83,28,4,1,95,-130,-36,-4,-25,65,58,-49,-637,-152,-132,sitting
31,71,83,28,4,-10,90,-117,4,89,-136,35,125,-78,-191,-76,-142,standing
28,58,55,22,0,0,97,-138,3,70,-65,30,107,-105,-201,-102,-153,sittingdown
31,71,83,28,4,18,118,-143,18,95,-143,-23,197,-141,-212,-92,-145,walking
46,62,75,28,6,10,106,-73,6,87,-83,23,106,-66,-151,-91,-151,sittingdown
46,62,75,28,6,-11,81,-76,-12,10,-52,26,76,-90,-182,-97,-160,standingup
46,62,75,28,6,5,102,-68,-11,20,-13,-14,104,-91,-168,-95,-158,sitting
31,71,83,28,4,-6,95,-127,6,91,-138,37,124,-76,-175,-70,-148,standing
31,71,83,28,4,-15,76,-139,-329,-375,-503,-20,160,-82,-224,-56,-168,walking
28,58,55,22,0,-22,121,-135,-490,-514,-614,11,111,-143,-181,-98,-172,walking
28,58,55,22,0,8,165,-161,-492,-514,-614,21,94,-48,-215,-92,-146,standingup
31,71,83,28,4,2,70,-63,-16,-31,-22,68,61,-98,-89,-123,-159,sitting
28,58,55,22,0,-8,100,-111,-492,-516,-616,19,127,-129,-172,-83,-180,walking
46,62,75,28,6,-7,103,-63,3,70,-117,24,106,-86,-155,-98,-154,standing
46,62,75,28,6,17,121,-86,-36,98,-33,2,132,-85,-163,-76,-169,walking
31,71,83,28,4,-1,87,-114,-491,-514,-614,22,126,-94,-215,-71,-188,walking
31,71,83,28,4,2,70,-62,-35,-7,-26,73,66,-98,-91,-113,-178,sitting
46,62,75,28,6,5,100,-81,-1,80,-68,3,105,-78,-169,-88,-156,walking
31,71,83,28,4,0,66,-64,-21,5,-26,67,61,-101,-96,-114,-179,sitting
28,58,55,22,0,-4,104,-89,-490,-512,-612,25,112,-97,-190,-78,-159,standing
28,58,55,22,0,-17,37,-20,-16,-27,-25,29,108,-80,-144,-94,-164,sitting
46,62,75,28,6,-13,77,-122,-47,77,-128,5,163,-90,-154,-67,-166,walking
31,71,83,28,4,-20,113,-97,-353,-415,-531,-25,211,43,-209,-75,-160,walking
75,67,67,24,0,-9,95,-97,-22,-15,-21,-68,81,-123,-104,-142,-132,sitting
31,71,83,28,4,2,69,-62,-35,-7,-26,73,66,-97,-90,-115,-179,sitting
46,62,75,28,6,-2,81,-27,3,24,-31,11,96,-64,-145,-107,-154,sitting
46,62,75,28,6,-12,91,-96,-9,71,-124,9,99,-69,-161,-103,-157,standing
28,58,55,22,0,11,98,-150,-9,72,-63,24,109,-121,-210,-102,-160,sittingdown
28,58,55,22,0,-30,25,-25,-201,-212,-336,38,107,-101,-161,-92,-166,sitting
46,62,75,28,6,-5,98,-85,10,74,-92,14,102,-88,-158,-104,-158,standing
28,58,55,22,0,1,102,-96,-6,84,-127,37,99,-62,-185,-84,-154,standing
46,62,75,28,6,14,117,-94,-17,108,-18,4,109,-89,-170,-101,-178,walking
31,71,83,28,4,3,67,-62,-24,-32,-24,67,61,-92,-87,-129,-150,sitting
31,71,83,28,4,-8,92,-112,-487,-510,-611,32,152,-60,-171,-74,-178,walking
28,58,55,22,0,-7,104,-153,-492,-515,-616,12,99,-47,-296,-90,-142,standingup
46,62,75,28,6,6,110,-93,-53,114,2,13,105,-85,-166,-108,-171,walking
31,71,83,28,4,-12,88,-106,-294,-348,-484,-2,112,-96,-197,-89,-113,sittingdown
31,71,83,28,4,-13,93,-125,19,90,-131,49,121,-72,-177,-67,-154,standing
46,62,75,28,6,-2,86,-48,-21,21,-19,11,108,-91,-165,-92,-158,sitting
31,71,83,28,4,3,71,-62,-23,-30,-23,68,61,-99,-86,-126,-162,sitting
31,71,83,28,4,0,67,-65,-29,0,-27,90,83,-135,-94,-113,-186,sitting
28,58,55,22,0,2,84,-113,8,72,-117,-498,-505,-609,-202,-107,-166,standingup
46,62,75,28,6,-18,105,-87,-15,85,-132,-103,208,46,-149,-106,-154,walking
28,58,55,22,0,12,115,-125,-471,-497,-597,40,210,-128,-183,-83,-161,walking
28,58,55,22,0,-29,22,-26,-274,-359,-385,30,110,-101,-157,-93,-163,sitting
28,58,55,22,0,-2,102,-100,9,83,-128,37,106,-84,-190,-85,-160,standing
31,71,83,28,4,3,61,-112,-491,-515,-614,2,133,-110,-217,-70,-183,walking
28,58,55,22,0,-23,104,-167,-493,-516,-616,374,103,-327,-163,-60,-162,walking
46,62,75,28,6,-1,89,-47,-19,22,-18,16,108,-89,-161,-94,-159,sitting
46,62,75,28,6,5,86,-19,8,28,-28,17,97,-66,-147,-107,-154,sitting
28,58,55,22,0,-35,26,-30,-285,-375,-457,28,109,-86,-151,-94,-169,sitting
46,62,75,28,6,2,89,-87,10,58,-111,2,109,-92,-170,-103,-171,walking
31,71,83,28,4,-1,67,-67,-24,-29,-26,62,55,-102,-95,-129,-164,sitting
46,62,75,28,6,-13,101,-107,5,84,-122,40,128,-88,-161,-105,-168,walking
31,71,83,28,4,-9,93,-116,18,87,-124,26,124,-85,-166,-72,-161,standing
31,71,83,28,4,-17,101,-112,-491,-515,-614,53,187,-50,-184,-70,-170,walking
28,58,55,22,0,-20,35,-21,-25,-29,-25,26,108,-81,-146,-95,-163,sitting
46,62,75,28,6,8,118,-44,14,87,-104,21,103,-55,-141,-89,-148,sittingdown
46,62,75,28,6,0,93,-52,-20,22,-17,13,108,-89,-163,-95,-154,sitting
28,58,55,22,0,-32,29,-31,-281,-362,-381,29,110,-102,-156,-94,-162,sitting
28,58,55,22,0,-12,83,-103,-178,-190,-296,9,112,-87,-178,-90,-153,standingup
